,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
28852,2.5,13.4,3.4,,,ENE,31.0,WNW,WNW,,4.0,97.0,77.0,1030.5,1027.8,8.0,,8.6,13.0,1.0,1.0
28853,,,0.2,1.2,7.3,NW,,WNW,NNW,,7.0,93.0,57.0,1023.8,1021.4,2.0,,3.7,14.3,0.0,0.0
28854,4.4,17.3,,1.4,1.7,WNW,46.0,,WNW,0.0,17.0,97.0,59.0,1022.0,1020.0,7.0,7.0,,16.6,0.0,0.0
28855,1.1,17.1,0.0,3.0,7.1,NNW,87.0,NW,NW,19.0,35.0,52.0,40.0,1009.0,1003.4,1.0,4.0,12.7,15.3,0.0,1.0
28856,3.1,13.1,0.4,1.6,7.9,WSW,39.0,W,,17.0,28.0,83.0,,1032.4,1032.3,,4.0,7.5,,0.0,0.0
28857,1.4,12.9,0.0,0.4,3.6,,20.0,WNW,E,11.0,17.0,,71.0,1029.2,,7.0,5.0,4.8,12.7,0.0,
28858,4.8,12.5,7.4,0.2,0.0,NE,,NNE,ESE,6.0,,,96.0,1023.0,1018.9,7.0,7.0,,11.0,1.0,1.0
28859,7.3,19.4,0.4,0.0,2.4,WNW,48.0,,ENE,0.0,28.0,100.0,59.0,1015.9,1009.3,5.0,5.0,,19.1,0.0,
28860,7.7,19.6,3.4,1.0,9.4,WNW,56.0,NNW,NNE,19.0,37.0,61.0,43.0,1002.9,1001.3,1.0,3.0,16.1,18.4,1.0,1.0
28861,4.8,13.0,0.8,0.8,9.0,NW,67.0,W,WNW,24.0,44.0,73.0,45.0,1009.9,,3.0,2.0,7.4,12.2,0.0,0.0
28862,5.8,14.3,0.0,1.8,5.5,WSW,41.0,NW,W,11.0,26.0,86.0,58.0,,1029.1,7.0,6.0,8.0,13.5,0.0,0.0
28863,4.1,13.5,0.0,0.4,0.1,NNE,24.0,,SE,0.0,9.0,95.0,,1022.9,,7.0,8.0,6.2,11.5,0.0,1.0
28864,0.6,16.7,0.2,1.2,,NW,59.0,S,,6.0,39.0,97.0,45.0,1013.6,1007.2,6.0,7.0,4.3,13.9,0.0,
28865,4.1,14.7,2.0,2.6,7.6,WNW,67.0,W,NW,9.0,33.0,61.0,47.0,1012.3,1006.4,1.0,3.0,8.8,13.9,,1.0
28866,4.0,14.0,2.2,4.0,3.6,W,69.0,,WNW,28.0,30.0,63.0,49.0,,1011.2,6.0,7.0,10.4,,1.0,0.0
28867,8.8,17.1,0.4,2.2,6.2,NNW,57.0,NW,NW,24.0,,61.0,50.0,1011.4,,7.0,4.0,13.9,15.7,0.0,1.0
28868,10.3,15.2,2.0,4.2,7.8,W,94.0,WNW,W,41.0,41.0,61.0,53.0,,1006.1,2.0,5.0,12.8,14.2,1.0,0.0
28869,4.6,15.6,0.4,2.8,6.1,W,,NW,,9.0,,,49.0,1011.7,1008.3,4.0,4.0,9.0,14.3,0.0,1.0
28870,6.5,14.7,12.4,,4.1,WSW,31.0,W,W,20.0,19.0,,51.0,1016.0,1016.0,6.0,,8.3,14.2,,1.0
28871,7.8,15.8,0.2,1.0,9.2,W,59.0,W,W,41.0,,63.0,49.0,1013.6,1013.7,0.0,1.0,12.6,15.1,0.0,0.0
28872,1.2,17.4,0.0,3.6,7.5,WNW,39.0,NNE,NW,7.0,28.0,,43.0,1015.2,,2.0,3.0,9.3,16.3,,
28873,4.1,,0.0,1.6,5.6,W,109.0,NNW,WNW,24.0,50.0,69.0,61.0,998.8,1001.2,2.0,3.0,14.1,10.3,0.0,1.0
28874,10.6,18.1,0.0,4.8,2.4,NW,80.0,NW,NW,43.0,31.0,45.0,,1002.4,1002.5,1.0,7.0,15.8,13.1,0.0,1.0
28875,6.9,18.1,0.0,5.0,10.0,NW,91.0,NW,,43.0,65.0,47.0,40.0,1005.2,1000.4,1.0,2.0,15.6,17.2,0.0,1.0
28876,7.3,,1.2,7.2,5.5,WNW,69.0,WNW,W,26.0,41.0,62.0,50.0,,1007.0,1.0,5.0,10.8,10.6,1.0,1.0
28877,,10.5,1.4,2.6,8.3,W,57.0,W,W,31.0,31.0,77.0,68.0,1014.0,1012.9,3.0,5.0,6.8,9.5,,0.0
28878,7.4,18.5,0.0,3.6,7.3,W,52.0,NW,W,11.0,22.0,69.0,53.0,1023.3,1020.8,1.0,6.0,,16.4,0.0,0.0
28879,7.8,18.1,0.4,,0.1,NW,83.0,N,ENE,9.0,26.0,92.0,66.0,1015.5,1009.7,7.0,7.0,11.0,17.3,0.0,1.0
28880,,19.7,1.8,1.2,10.9,WNW,65.0,NW,NW,26.0,41.0,56.0,44.0,1009.1,1010.3,3.0,3.0,17.0,19.3,1.0,1.0
28881,8.6,21.1,2.8,4.4,10.0,W,30.0,NNW,,,7.0,81.0,44.0,1020.2,1019.0,0.0,1.0,14.2,20.2,1.0,0.0
28882,7.6,16.6,0.2,2.0,3.0,ESE,24.0,E,ESE,11.0,19.0,99.0,82.0,1033.7,1031.6,8.0,3.0,11.4,15.7,0.0,0.0
28883,,23.2,0.2,2.6,0.5,SE,28.0,,SSE,0.0,9.0,81.0,93.0,1023.1,1023.4,7.0,8.0,17.9,16.4,0.0,1.0
28884,3.0,16.0,0.0,2.6,11.4,WSW,39.0,WNW,,11.0,22.0,84.0,44.0,1027.5,1024.4,4.0,5.0,,15.4,0.0,0.0
28885,6.2,24.9,0.0,2.4,3.1,NW,63.0,E,NNW,4.0,26.0,,,,1003.8,8.0,,,24.1,0.0,0.0
28886,8.4,16.5,0.0,,9.2,W,70.0,W,W,48.0,35.0,53.0,50.0,1008.0,1008.9,2.0,5.0,13.4,14.7,0.0,1.0
28887,7.4,11.2,2.8,4.4,4.2,SW,,W,SE,15.0,,84.0,,1016.4,1019.8,8.0,3.0,8.8,8.3,1.0,1.0
28888,5.7,16.5,0.0,2.6,4.7,,24.0,NW,,6.0,15.0,,63.0,1015.7,1013.8,,3.0,10.6,15.5,0.0,0.0
28889,9.1,15.0,0.2,,0.3,E,44.0,ENE,E,6.0,17.0,88.0,77.0,1012.1,1006.8,7.0,8.0,12.5,14.8,0.0,1.0
28890,,,,2.8,0.8,E,52.0,E,E,39.0,31.0,94.0,88.0,1005.0,1003.0,8.0,8.0,13.6,14.5,1.0,1.0
28891,11.3,19.8,9.8,,4.9,NW,,,WSW,26.0,17.0,80.0,47.0,998.9,996.4,,5.0,15.8,18.4,1.0,1.0
28892,6.8,15.4,0.2,3.2,5.3,W,56.0,W,W,28.0,35.0,71.0,75.0,1006.2,1007.7,4.0,7.0,11.5,13.6,0.0,0.0
28893,7.9,,0.0,3.2,7.0,W,35.0,WNW,W,17.0,9.0,73.0,58.0,1016.2,1012.2,8.0,,11.7,,0.0,0.0
28894,13.4,23.4,0.0,4.8,8.7,WSW,52.0,W,W,,13.0,42.0,38.0,1003.4,1001.2,1.0,1.0,17.8,22.8,0.0,0.0
28895,,24.0,0.0,3.2,10.3,W,59.0,,WSW,41.0,31.0,43.0,,1002.2,1003.4,1.0,2.0,21.9,21.3,0.0,1.0
28896,,,11.4,8.4,4.3,W,117.0,,,30.0,46.0,67.0,73.0,998.9,1007.2,3.0,6.0,,10.1,1.0,1.0
28897,4.5,15.5,1.0,,7.2,W,89.0,NW,W,33.0,44.0,57.0,51.0,1006.8,1009.0,,5.0,13.7,13.1,0.0,0.0
28898,8.0,26.1,0.0,3.4,2.3,WNW,80.0,NNW,NNW,22.0,31.0,27.0,25.0,1006.2,1001.1,7.0,7.0,23.5,24.4,0.0,1.0
28899,11.6,15.7,4.0,5.4,4.9,,85.0,W,W,44.0,,88.0,63.0,998.7,1004.4,7.0,4.0,11.8,,,
28900,5.9,18.5,2.2,4.0,4.8,NW,,,NW,31.0,44.0,40.0,42.0,1004.8,999.3,3.0,8.0,15.1,,1.0,1.0
28901,6.8,,3.8,6.2,8.8,W,50.0,W,SW,35.0,24.0,,66.0,1016.5,1019.1,4.0,5.0,10.5,12.1,1.0,1.0
28902,6.7,24.4,,3.2,6.8,NW,50.0,,,13.0,,61.0,27.0,1011.7,1006.6,6.0,2.0,18.0,24.1,0.0,0.0
28903,12.0,20.0,0.0,9.4,1.0,NNW,80.0,SW,W,7.0,9.0,63.0,91.0,1001.7,,7.0,,18.4,14.6,0.0,1.0
28904,6.5,18.7,0.0,5.2,5.5,W,57.0,SW,W,24.0,30.0,63.0,87.0,1000.8,,0.0,8.0,15.5,,0.0,1.0
28905,10.5,16.1,0.8,,7.8,W,96.0,W,W,39.0,39.0,68.0,,1002.6,1008.5,7.0,8.0,12.2,10.6,,1.0
28906,12.2,17.7,0.6,2.2,0.9,ESE,35.0,SE,ESE,6.0,17.0,80.0,80.0,1015.1,1010.0,8.0,8.0,13.4,16.4,0.0,1.0
28907,13.0,18.8,15.4,1.6,7.1,W,74.0,W,W,20.0,,90.0,72.0,1001.6,1008.0,8.0,6.0,15.4,16.9,1.0,0.0
28908,6.6,13.6,0.6,5.4,9.4,W,70.0,W,W,,39.0,71.0,,1015.4,1018.0,5.0,4.0,8.6,12.1,,
28909,8.3,17.6,0.0,5.2,5.5,SE,,W,W,17.0,7.0,,52.0,1025.0,1022.3,8.0,4.0,12.4,17.1,,0.0
28910,6.8,20.7,0.0,2.8,9.8,SSE,41.0,E,SSE,20.0,,69.0,,1017.3,1013.4,4.0,7.0,,18.1,0.0,1.0
28911,10.9,18.6,6.6,3.2,9.9,SW,41.0,SW,S,,22.0,58.0,57.0,1016.4,1016.5,3.0,5.0,13.4,17.5,,0.0
28912,8.1,,0.0,4.6,10.3,W,,WSW,SE,,24.0,91.0,63.0,1015.6,1012.6,5.0,2.0,13.7,21.9,0.0,0.0
28913,5.4,17.9,0.4,7.0,12.5,SSW,48.0,W,,,19.0,64.0,39.0,1027.5,1028.0,2.0,4.0,11.7,,0.0,
28914,9.2,,0.6,4.2,1.3,E,57.0,E,,30.0,,,63.0,1026.7,1024.8,8.0,8.0,13.0,15.4,0.0,1.0
28915,11.4,15.3,9.2,,0.0,ESE,54.0,ESE,S,,28.0,94.0,92.0,,1014.4,8.0,8.0,13.4,13.1,1.0,1.0
28916,8.2,16.8,6.4,2.2,,,57.0,NW,WNW,,22.0,55.0,68.0,1010.3,1010.1,5.0,8.0,,15.1,1.0,1.0
28917,,17.2,3.0,1.8,6.3,W,69.0,W,W,35.0,48.0,78.0,64.0,1014.4,1014.8,6.0,5.0,13.7,,1.0,0.0
28918,9.2,19.0,0.0,,2.2,W,,W,WSW,24.0,17.0,80.0,66.0,1018.6,1017.9,7.0,6.0,12.6,16.6,0.0,0.0
28919,,31.3,0.0,5.6,12.6,S,43.0,NW,WSW,7.0,13.0,,25.0,1010.0,1006.7,2.0,3.0,,31.0,0.0,0.0
28920,8.7,18.8,0.0,7.0,2.0,ESE,52.0,SSE,SE,7.0,,73.0,71.0,1013.5,1011.8,5.0,8.0,16.8,17.9,,1.0
28921,11.5,21.7,0.8,4.8,2.4,SSE,35.0,W,SSW,7.0,7.0,81.0,63.0,1008.5,1006.3,8.0,,16.1,20.1,0.0,1.0
28922,12.9,20.3,,2.8,,,,W,NNW,,11.0,83.0,74.0,1006.8,1005.1,6.0,7.0,15.3,15.8,1.0,1.0
28923,11.1,17.1,1.6,2.4,3.6,,,SW,SSW,15.0,28.0,72.0,74.0,1009.0,,7.0,5.0,16.1,15.8,1.0,
28924,5.5,20.3,0.2,4.4,11.4,E,41.0,ENE,,20.0,28.0,59.0,51.0,1018.2,1016.6,0.0,4.0,14.5,18.8,0.0,0.0
28925,14.2,27.1,0.0,6.4,0.5,WSW,69.0,,WSW,7.0,,77.0,58.0,1002.0,,6.0,,19.9,20.7,0.0,1.0
28926,11.7,,,5.2,9.0,W,48.0,SW,SW,19.0,33.0,76.0,46.0,,1013.5,5.0,3.0,15.3,16.6,1.0,0.0
28927,10.2,20.0,,6.0,9.0,E,35.0,WNW,,20.0,20.0,67.0,48.0,1022.1,1021.0,8.0,1.0,,18.8,0.0,0.0
28928,6.5,22.9,0.0,5.0,12.6,E,39.0,ENE,E,20.0,30.0,69.0,54.0,1023.3,1020.5,3.0,,16.2,22.2,0.0,0.0
28929,15.2,34.6,0.0,10.4,8.7,W,,SSE,S,7.0,11.0,55.0,62.0,1009.9,1008.5,1.0,7.0,24.5,25.1,,0.0
28930,16.3,21.5,0.8,6.0,0.0,WSW,50.0,NNE,WSW,,20.0,80.0,94.0,1001.1,1000.0,7.0,8.0,20.2,15.7,0.0,1.0
28931,9.3,21.4,0.0,5.6,,SE,43.0,WNW,SSW,13.0,19.0,73.0,45.0,1021.8,,7.0,3.0,13.6,20.6,0.0,0.0
28932,7.9,30.5,0.0,5.0,6.8,WNW,39.0,NE,NW,6.0,17.0,64.0,35.0,1013.6,1008.9,4.0,7.0,18.5,,0.0,0.0
28933,,21.3,,5.4,0.1,SSW,50.0,S,NE,,,,78.0,1003.1,,,7.0,19.8,19.5,0.0,1.0
28934,12.7,19.1,9.4,4.4,,W,70.0,W,W,,,43.0,37.0,1005.1,1005.5,2.0,3.0,15.0,18.8,1.0,0.0
28935,8.9,22.5,0.0,5.0,6.7,,44.0,,SSE,11.0,30.0,78.0,,1022.3,1020.5,8.0,5.0,15.9,20.2,0.0,0.0
28936,12.4,23.3,0.0,4.6,8.2,SSE,35.0,SSE,ENE,,15.0,80.0,59.0,,1020.5,7.0,2.0,16.7,22.8,0.0,0.0
28937,11.4,23.7,,6.2,8.5,ESE,39.0,ENE,E,,24.0,,55.0,1024.1,1020.9,,4.0,17.6,22.8,0.0,0.0
28938,16.5,38.1,0.0,5.0,8.1,NNW,35.0,N,W,9.0,20.0,88.0,20.0,1015.7,1011.9,5.0,5.0,19.1,37.4,0.0,0.0
28939,17.6,32.8,0.0,8.4,9.5,,61.0,NNW,S,,33.0,56.0,34.0,1010.6,1010.6,3.0,5.0,27.9,29.0,0.0,0.0
28940,16.9,28.2,1.0,4.0,0.0,NW,63.0,,W,7.0,9.0,92.0,73.0,1007.5,1008.1,8.0,8.0,18.5,23.1,0.0,1.0
28941,,20.3,4.2,3.0,7.8,WSW,69.0,W,,24.0,39.0,91.0,56.0,1009.5,1010.6,8.0,3.0,15.4,19.8,1.0,1.0
28942,,25.5,0.0,,6.2,ESE,39.0,W,,,19.0,80.0,47.0,1014.2,1011.7,8.0,3.0,17.2,24.7,0.0,0.0
28943,9.2,24.7,0.0,7.6,0.0,WNW,43.0,NW,NE,,,71.0,44.0,,1004.7,8.0,8.0,15.9,23.9,0.0,1.0
28944,15.2,23.2,1.2,3.6,8.8,W,69.0,WSW,W,46.0,37.0,57.0,41.0,1006.1,1006.7,5.0,5.0,17.7,22.1,1.0,0.0
28945,6.3,27.7,0.0,6.0,10.3,WNW,106.0,NE,E,11.0,31.0,52.0,41.0,1007.7,1000.2,0.0,1.0,17.2,23.4,0.0,1.0
28946,12.5,31.9,0.2,,8.7,E,41.0,S,E,7.0,31.0,99.0,35.0,1019.4,1016.3,8.0,2.0,16.1,29.5,0.0,0.0
28947,19.5,40.6,0.0,10.8,7.8,ESE,41.0,,E,6.0,26.0,82.0,28.0,1010.4,1005.4,1.0,2.0,22.3,39.3,0.0,0.0
28948,16.1,23.8,,6.6,1.9,ESE,44.0,S,,4.0,19.0,68.0,53.0,1015.0,1013.0,,8.0,17.0,22.4,0.0,1.0
28949,16.7,24.2,2.4,3.8,6.5,E,46.0,E,E,26.0,20.0,86.0,55.0,1012.1,1011.2,8.0,8.0,18.4,22.6,1.0,
28950,14.5,24.8,0.0,6.2,9.9,W,50.0,SW,,17.0,24.0,68.0,42.0,1012.3,1011.5,6.0,4.0,19.3,23.5,0.0,0.0
28951,8.4,26.6,0.0,7.4,12.2,E,39.0,,E,,28.0,94.0,41.0,1021.6,1016.8,2.0,0.0,,25.8,0.0,0.0
28952,13.5,22.0,0.0,7.6,2.5,WSW,50.0,W,WSW,28.0,11.0,61.0,92.0,1007.3,1008.3,8.0,8.0,20.7,17.9,0.0,1.0
28953,17.9,,0.0,14.4,,ESE,,SSW,SE,19.0,26.0,51.0,48.0,1018.2,1018.3,7.0,4.0,20.4,23.3,0.0,0.0
28954,,26.5,0.0,9.2,8.8,E,44.0,NE,SE,6.0,19.0,80.0,,1016.5,1014.2,8.0,1.0,19.2,25.4,,0.0
28956,12.9,36.0,0.0,6.6,11.6,ENE,43.0,NNW,E,4.0,28.0,74.0,,1012.3,1009.5,4.0,5.0,19.4,34.9,0.0,1.0
28957,16.1,34.5,2.4,7.2,12.1,WSW,46.0,E,E,13.0,24.0,70.0,44.0,1012.9,1010.8,0.0,1.0,23.4,30.4,1.0,0.0
28959,15.0,29.0,0.2,6.6,,WSW,54.0,WNW,SW,9.0,33.0,91.0,51.0,999.0,996.9,,6.0,17.2,22.8,0.0,1.0
28960,12.0,20.7,10.2,5.2,10.5,W,76.0,WNW,W,35.0,50.0,50.0,35.0,1006.0,1008.5,1.0,5.0,,19.3,1.0,0.0
28961,6.9,24.1,0.0,5.4,,ESE,31.0,NNW,E,7.0,15.0,,,1024.6,1020.4,0.0,0.0,12.5,23.3,0.0,0.0
28962,14.7,20.5,0.4,7.8,0.0,WSW,28.0,,S,7.0,13.0,81.0,62.0,1011.8,1012.0,8.0,8.0,17.5,19.4,0.0,0.0
28963,13.6,24.6,0.0,4.4,7.8,ESE,39.0,SSW,SE,13.0,19.0,87.0,61.0,1023.2,1022.6,7.0,3.0,17.3,21.4,0.0,0.0
28964,14.2,23.1,,7.6,8.9,ESE,35.0,,SE,0.0,17.0,63.0,46.0,1021.1,1018.7,8.0,2.0,15.2,21.9,0.0,1.0
28965,,24.9,0.8,4.8,9.8,ESE,48.0,,ESE,35.0,31.0,91.0,,,1021.2,6.0,4.0,19.2,,0.0,0.0
28966,14.4,31.8,,6.2,4.7,NW,35.0,,NW,0.0,22.0,69.0,37.0,1018.9,1015.7,2.0,6.0,20.8,29.6,0.0,1.0
28967,11.9,31.8,0.0,5.0,4.1,,72.0,,N,6.0,19.0,89.0,25.0,1006.7,1001.0,7.0,6.0,16.2,27.4,0.0,1.0
28968,7.6,25.0,0.2,5.6,7.9,WNW,65.0,NW,WNW,17.0,43.0,67.0,44.0,1011.2,,5.0,7.0,17.1,23.2,0.0,1.0
28969,10.6,,0.0,4.6,5.1,S,39.0,WNW,SSE,7.0,24.0,78.0,48.0,1015.8,,2.0,8.0,15.4,23.8,0.0,1.0
28970,13.3,18.2,0.0,3.6,0.3,SW,26.0,W,NW,9.0,7.0,76.0,62.0,1018.3,1018.2,8.0,7.0,14.0,17.3,0.0,0.0
28971,15.7,21.8,0.4,2.6,0.0,E,,,E,20.0,35.0,86.0,70.0,1027.9,1026.1,8.0,8.0,18.7,20.5,0.0,1.0
28972,17.3,26.6,10.4,2.4,,,35.0,NE,ESE,11.0,11.0,95.0,64.0,1018.3,1014.1,7.0,4.0,18.5,24.8,1.0,1.0
28973,13.9,23.7,0.0,3.2,9.5,SE,28.0,NNW,ESE,7.0,13.0,84.0,56.0,1018.6,1016.6,2.0,3.0,16.4,22.7,0.0,
28974,13.5,29.3,0.0,5.4,5.7,SSE,44.0,N,S,7.0,24.0,77.0,68.0,1012.9,1013.5,2.0,7.0,20.0,22.4,0.0,
28975,14.9,17.8,5.8,2.8,,S,37.0,WSW,,11.0,11.0,,72.0,1019.4,1020.3,8.0,8.0,14.9,17.5,1.0,0.0
28976,12.9,,0.4,2.4,0.0,E,35.0,WNW,WNW,9.0,9.0,92.0,96.0,1022.7,1020.5,8.0,8.0,14.5,15.7,0.0,1.0
28977,10.2,20.8,0.0,3.2,6.6,ENE,39.0,ENE,E,20.0,24.0,57.0,55.0,,1022.5,6.0,6.0,17.1,19.9,0.0,0.0
28978,16.2,20.3,,4.8,0.0,ENE,22.0,ENE,E,11.0,13.0,83.0,83.0,1021.1,1018.2,8.0,8.0,17.9,19.5,0.0,1.0
28979,16.6,19.7,4.4,0.8,0.0,ESE,15.0,NNE,ENE,,7.0,97.0,87.0,1014.8,1010.2,8.0,,17.5,19.0,,1.0
28980,16.4,18.5,,0.4,0.1,S,56.0,SW,SSE,15.0,20.0,91.0,83.0,1008.9,1011.7,8.0,8.0,18.3,17.9,1.0,1.0
28981,15.2,20.0,6.0,2.0,3.7,ESE,43.0,SE,SE,17.0,30.0,81.0,,1019.5,1019.6,7.0,8.0,17.4,16.8,1.0,0.0
28982,7.2,18.1,0.0,,3.1,ESE,,WNW,,13.0,15.0,85.0,75.0,1025.0,1023.3,4.0,7.0,12.7,16.8,0.0,0.0
28983,,17.1,0.0,2.0,3.2,WNW,37.0,NW,WNW,11.0,26.0,70.0,49.0,1018.3,1016.5,6.0,,,15.7,0.0,0.0
28984,5.1,21.4,0.0,1.8,7.4,NE,,,NNE,7.0,11.0,71.0,41.0,1020.4,1015.6,4.0,7.0,11.7,20.8,0.0,0.0
28985,10.5,,0.0,2.2,0.5,SW,37.0,W,S,11.0,9.0,51.0,79.0,1016.1,1014.0,7.0,8.0,18.2,17.6,0.0,
28986,8.0,20.1,0.0,0.8,1.9,WSW,50.0,NNW,WSW,,26.0,56.0,79.0,1010.5,1013.6,5.0,8.0,18.4,13.3,0.0,0.0
28987,3.4,15.9,0.2,2.0,9.2,ENE,26.0,WNW,E,11.0,19.0,,45.0,1027.1,1025.0,,2.0,,15.4,0.0,0.0
28988,8.4,23.6,,1.0,1.1,W,54.0,ENE,NW,,24.0,80.0,57.0,1009.5,1007.0,5.0,8.0,18.1,,0.0,1.0
28989,10.4,17.1,3.8,1.2,,W,39.0,W,SW,28.0,24.0,83.0,42.0,,1017.3,6.0,3.0,11.8,16.2,1.0,0.0
29500,11.2,19.9,0.0,5.6,8.8,SW,69.0,W,SW,33.0,43.0,55.0,37.0,1005.1,1006.4,,7.0,15.9,18.1,0.0,
29501,15.8,21.4,,8.8,4.4,,46.0,SSW,SSE,17.0,28.0,98.0,67.0,1010.0,1009.9,8.0,7.0,16.0,19.9,0.0,0.0
29502,9.7,18.4,0.2,,11.5,SE,56.0,SSW,SSE,28.0,35.0,51.0,42.0,1017.4,1018.9,,5.0,14.5,17.7,0.0,0.0
29503,10.7,23.5,0.0,6.6,10.2,S,41.0,SW,SSE,9.0,17.0,77.0,52.0,1012.0,1009.7,8.0,1.0,14.8,,0.0,0.0
29504,24.9,33.5,0.0,18.6,12.3,N,57.0,N,S,,24.0,12.0,45.0,1007.5,1009.4,3.0,4.0,31.2,24.8,0.0,0.0
29505,12.7,21.6,,8.6,9.9,WSW,61.0,SW,S,28.0,28.0,59.0,33.0,1017.4,1018.4,7.0,6.0,15.5,19.8,0.0,0.0
29506,11.9,37.0,0.0,7.8,13.4,N,54.0,N,WNW,,22.0,22.0,7.0,1013.6,1009.0,1.0,1.0,26.3,35.3,0.0,0.0
29507,12.8,28.8,0.0,14.4,10.9,S,37.0,NE,SSE,9.0,24.0,,40.0,1010.4,1006.6,7.0,6.0,17.6,27.3,0.0,0.0
29508,9.8,32.3,0.0,15.6,12.3,WNW,59.0,N,NW,9.0,24.0,46.0,11.0,,1002.9,3.0,2.0,16.7,28.9,0.0,0.0
29509,11.4,,0.0,7.2,12.7,SSE,46.0,SSE,SSE,13.0,26.0,72.0,46.0,,1020.8,7.0,1.0,16.7,23.8,0.0,0.0
29510,14.9,36.0,0.0,7.6,12.3,N,37.0,NNE,SSE,7.0,26.0,71.0,22.0,1017.8,1014.0,1.0,1.0,19.1,34.2,0.0,0.0
29511,16.6,43.1,0.0,,13.4,N,50.0,N,NNW,24.0,15.0,18.0,7.0,1012.3,1009.3,0.0,1.0,31.2,,0.0,0.0
29512,30.5,44.2,0.0,20.4,10.3,N,59.0,N,N,39.0,26.0,,10.0,1011.2,,,4.0,35.4,,0.0,0.0
29513,18.1,34.1,0.0,7.6,7.1,SSW,,SSW,ESE,11.0,11.0,75.0,46.0,1016.8,1012.5,7.0,7.0,20.8,31.7,0.0,
29514,17.9,31.6,0.0,7.2,11.0,S,35.0,NNE,S,4.0,17.0,,40.0,1009.1,1006.4,7.0,0.0,20.5,29.6,,0.0
29515,18.8,46.8,0.0,10.8,8.5,SW,83.0,N,NW,54.0,39.0,21.0,10.0,1003.1,998.8,2.0,1.0,32.7,46.1,,1.0
29516,,20.3,0.2,7.4,9.0,SSE,56.0,SSE,S,33.0,,48.0,38.0,1016.6,1016.4,6.0,4.0,15.7,17.8,0.0,0.0
29517,11.5,19.7,0.2,7.2,10.0,SSE,54.0,SSW,S,26.0,33.0,46.0,37.0,1017.0,1017.0,4.0,6.0,14.5,,0.0,1.0
29518,11.6,17.7,1.8,6.8,0.7,SSE,54.0,S,S,31.0,33.0,56.0,44.0,1019.1,1019.2,7.0,7.0,13.8,16.7,1.0,1.0
29519,,,0.0,5.8,12.3,SSE,41.0,W,SE,7.0,26.0,59.0,26.0,1022.8,1019.3,,,16.0,26.4,0.0,0.0
29520,16.1,,0.0,6.4,,SSE,35.0,SSE,SSE,13.0,19.0,73.0,46.0,1017.6,1014.0,,1.0,17.4,,0.0,0.0
29521,9.5,20.4,,10.6,12.2,SSE,50.0,SW,SSE,19.0,28.0,47.0,,1018.8,1018.9,2.0,2.0,14.8,18.7,0.0,0.0
29522,12.7,30.6,0.0,4.4,11.0,SSE,35.0,WSW,,9.0,20.0,78.0,,,1016.1,3.0,1.0,16.0,28.3,0.0,
29523,14.2,22.7,0.0,12.4,6.3,S,48.0,SW,SSE,17.0,31.0,65.0,41.0,1013.2,1011.9,7.0,1.0,15.9,,,0.0
29524,12.4,19.9,0.6,,0.8,SE,41.0,SSW,S,17.0,28.0,91.0,58.0,1014.8,1014.6,7.0,7.0,13.8,17.9,0.0,0.0
29525,13.8,26.5,0.0,4.6,10.1,SSE,37.0,SE,,17.0,9.0,58.0,32.0,1015.7,1011.6,7.0,1.0,,26.1,0.0,1.0
29526,15.7,32.4,1.2,7.6,1.0,N,,N,,35.0,61.0,51.0,33.0,1008.8,1001.5,7.0,7.0,18.7,29.1,1.0,1.0
29527,11.3,16.1,0.6,,0.2,SW,52.0,,S,28.0,30.0,77.0,70.0,1015.8,1016.2,7.0,,13.0,14.7,0.0,1.0
29528,12.5,19.9,0.0,4.2,5.0,SSE,41.0,SE,S,20.0,,63.0,47.0,1021.1,,7.0,3.0,14.2,18.4,,
29529,8.9,25.5,0.0,,10.1,S,31.0,WSW,SW,13.0,9.0,79.0,39.0,1021.3,1018.5,7.0,1.0,13.5,23.8,0.0,0.0
29530,15.1,30.3,0.0,4.6,,ESE,39.0,N,WNW,7.0,4.0,84.0,37.0,1021.2,,7.0,,17.8,27.9,0.0,1.0
29531,17.3,23.8,4.0,4.8,,N,59.0,NNW,N,13.0,44.0,79.0,65.0,1019.1,1016.7,7.0,7.0,,22.3,1.0,1.0
29532,16.2,29.6,,3.8,9.8,N,37.0,NNW,ENE,,9.0,76.0,39.0,1016.7,1013.8,2.0,4.0,19.8,27.9,1.0,0.0
29533,,21.2,0.8,6.8,4.1,WSW,83.0,N,E,52.0,6.0,75.0,85.0,1007.7,1006.4,,7.0,20.7,18.9,0.0,1.0
29534,11.4,20.7,,5.6,5.0,WSW,48.0,NW,WSW,17.0,30.0,57.0,51.0,1012.1,1012.2,6.0,6.0,14.9,18.7,0.0,0.0
29535,13.9,32.7,0.0,8.0,10.2,NW,50.0,N,NNW,28.0,26.0,31.0,12.0,1013.7,1011.2,3.0,1.0,19.5,31.8,0.0,0.0
29536,13.7,19.0,0.0,8.0,4.5,SSE,33.0,SSW,S,,13.0,,54.0,1016.8,,8.0,6.0,14.5,17.1,0.0,
